ensembl_id,gene_id,Description
ENSRNOG00000031638,Rtl4,retrotransposon Gag like 4
ENSRNOG00000031643,Dchs1,dachsous cadherin-related 1
ENSRNOG00000031653,Ccdc58,coiled-coil domain containing 58
ENSRNOG00000031656,Ccnh,cyclin H
ENSRNOG00000031661,Zfp839,zinc finger protein 839
ENSRNOG00000031662,Slc6a5,solute carrier family 6 member 5
ENSRNOG00000031665,Ace2,angiotensin I converting enzyme 2
ENSRNOG00000031669,Lpp,LIM domain containing preferred translocation partner in lipoma
ENSRNOG00000031671,Rasgef1a,"RasGEF domain family, member 1A"
ENSRNOG00000031675,Panx3,pannexin 3
ENSRNOG00000031689,Trim15,tripartite motif containing 15
ENSRNOG00000031700,Map3k5,mitogen-activated protein kinase kinase kinase 5
ENSRNOG00000031706,RGD1563601,similar to Tpi1 protein
ENSRNOG00000031709,Ppfibp1,PPFIA binding protein 1
ENSRNOG00000031716,LOC100910978,extracellular matrix protein 2-like
ENSRNOG00000031721,Dnajc30,DnaJ heat shock protein family (Hsp40) member C30
ENSRNOG00000031730,Eloc,elongin C
ENSRNOG00000031731,Fam216a,"family with sequence similarity 216, member A"
ENSRNOG00000031743,Gbp2,guanylate binding protein 2
ENSRNOG00000031760,Fmn1,formin 1
ENSRNOG00000031766,Mt-cyb,mitochondrially encoded cytochrome b
ENSRNOG00000031769,Chchd7,coiled-coil-helix-coiled-coil-helix domain containing 7
ENSRNOG00000031773,Cngb1,cyclic nucleotide gated channel subunit beta 1
ENSRNOG00000031778,Mef2d,myocyte enhancer factor 2D
ENSRNOG00000031782,Col6a4,"collagen, type VI, alpha 4"
ENSRNOG00000031789,Rangap1,RAN GTPase activating protein 1
ENSRNOG00000031801,Ephb3,Eph receptor B3
ENSRNOG00000031802,LOC691427,similar to 6.8 kDa mitochondrial proteolipid
ENSRNOG00000031814,Sort1,sortilin 1
ENSRNOG00000031816,Nckipsd,NCK interacting protein with SH3 domain
ENSRNOG00000031824,Slc44a2,solute carrier family 44 member 2
ENSRNOG00000031827,Arih2,ariadne RBR E3 ubiquitin protein ligase 2
ENSRNOG00000031834,Nkain4,Sodium/potassium transporting ATPase interacting 4
ENSRNOG00000031849,Armh4,armadillo-like helical domain containing 4
ENSRNOG00000031851,Ndufa4l2,"NDUFA4, mitochondrial complex associated like 2"
ENSRNOG00000031852,Lsamp,limbic system-associated membrane protein
ENSRNOG00000031855,Actr3b,actin related protein 3B
ENSRNOG00000031864,AABR07021871.1,
ENSRNOG00000031889,AABR07065438.1,"ribosomal protein L6, pseudo 1"
ENSRNOG00000031890,Ncam1,neural cell adhesion molecule 1
ENSRNOG00000031896,Stt3a,STT3 oligosaccharyltransferase complex catalytic subunit A
ENSRNOG00000031915,Hdac10,histone deacetylase 10
ENSRNOG00000031916,Timeless,timeless circadian regulator
ENSRNOG00000031927,Klk6,kallikrein related-peptidase 6
ENSRNOG00000031930,Bin2,bridging integrator 2
ENSRNOG00000031934,Enah,"ENAH, actin regulator"
ENSRNOG00000031939,AABR07066416.1,
ENSRNOG00000031950,Izumo4,IZUMO family member 4
ENSRNOG00000031965,Impdh2,inosine monophosphate dehydrogenase 2
ENSRNOG00000031974,Pcdh10,protocadherin 10
ENSRNOG00000031979,Mt-atp6,mitochondrially encoded ATP synthase 6
ENSRNOG00000031993,Prim1,DNA primase subunit 1
ENSRNOG00000031995,Smim15,small integral membrane protein 15
ENSRNOG00000031997,Ttll7,tubulin tyrosine ligase like 7
ENSRNOG00000032002,Hapln1,hyaluronan and proteoglycan link protein 1
ENSRNOG00000032027,Tmem42,transmembrane protein 42
ENSRNOG00000032034,Supt5h,"SPT5 homolog, DSIF elongation factor subunit"
ENSRNOG00000032039,Atp9b,ATPase phospholipid transporting 9B (putative)
ENSRNOG00000032042,RGD1560108,similar to RIKEN cDNA 2700081O15
ENSRNOG00000032048,Zfp462,zinc finger protein 462
ENSRNOG00000032058,Pogk,pogo transposable element derived with KRAB domain
ENSRNOG00000032070,Dync2h1,dynein cytoplasmic 2 heavy chain 1
ENSRNOG00000032085,Dlec1,DLEC1 cilia and flagella associated protein
ENSRNOG00000032134,Uqcrc1,ubiquinol-cytochrome c reductase core protein 1
ENSRNOG00000032136,Cdc42ep3,CDC42 effector protein 3
ENSRNOG00000032150,Adcy2,adenylate cyclase 2
ENSRNOG00000032152,Rab11fip3,RAB11 family interacting protein 3
ENSRNOG00000032180,Ccdc15,coiled-coil domain containing 15
ENSRNOG00000032183,Scmh1,Scm polycomb group protein homolog 1
ENSRNOG00000032192,Cfap97,cilia and flagella associated protein 97
ENSRNOG00000032204,Uqcrb,ubiquinol-cytochrome c reductase binding protein
ENSRNOG00000032206,Cntnap5b,contactin associated protein-like 5B
ENSRNOG00000032208,Eda,ectodysplasin-A
ENSRNOG00000032215,Cdyl,chromodomain Y-like
ENSRNOG00000032232,Snrpg,small nuclear ribonucleoprotein polypeptide G
ENSRNOG00000032238,Plcd1,"phospholipase C, delta 1"
ENSRNOG00000032240,Gbp5,guanylate binding protein 5
ENSRNOG00000032246,Acsm3,acyl-CoA synthetase medium-chain family member 3
ENSRNOG00000032254,Sin3a,SIN3 transcription regulator family member A
ENSRNOG00000032258,Swt1,SWT1 RNA endoribonuclease homolog
ENSRNOG00000032261,Cyp2d4,"cytochrome P450, family 2, subfamily d, polypeptide 4"
ENSRNOG00000032293,Polg,"DNA polymerase gamma, catalytic subunit"
ENSRNOG00000032297,Msmo1,methylsterol monooxygenase 1
ENSRNOG00000032307,Dsel,dermatan sulfate epimerase-like
ENSRNOG00000032327,Pdia5,"protein disulfide isomerase family A, member 5"
ENSRNOG00000032328,Diras2,DIRAS family GTPase 2
ENSRNOG00000032329,AABR07029269.1,
ENSRNOG00000032339,Rasl12,"RAS-like, family 12"
ENSRNOG00000032350,Kcnip4,potassium voltage-gated channel interacting protein 4
ENSRNOG00000032364,Tbcel,tubulin folding cofactor E-like
ENSRNOG00000032374,Paqr9,progestin and adipoQ receptor family member 9
ENSRNOG00000032381,Naglu,N-acetyl-alpha-glucosaminidase
ENSRNOG00000032391,Esyt2,extended synaptotagmin 2
ENSRNOG00000032394,Tymp,thymidine phosphorylase
ENSRNOG00000032395,Tfcp2,transcription factor CP2
ENSRNOG00000032398,RGD1562136,similar to D1Ertd622e protein
ENSRNOG00000032401,H3f3c,H3 histone family member 3C
ENSRNOG00000032410,Mtus2,microtubule associated scaffold protein 2
ENSRNOG00000032414,Tmem161b,transmembrane protein 161B
ENSRNOG00000032426,Slc10a5,"solute carrier family 10, member 5"
ENSRNOG00000032429,Tmprss9,transmembrane serine protease 9
ENSRNOG00000032436,Tmod3,tropomodulin 3
ENSRNOG00000032437,Pard3,par-3 family cell polarity regulator
ENSRNOG00000032441,Pan2,poly(A) specific ribonuclease subunit PAN2
ENSRNOG00000032446,Recql4,RecQ like helicase 4
ENSRNOG00000032447,Zfp641,zinc finger protein 641
ENSRNOG00000032463,Rap1a,"RAP1A, member of RAS oncogene family"
ENSRNOG00000032471,Asb3,ankyrin repeat and SOCS box-containing 3
ENSRNOG00000032472,Adgrg2,adhesion G protein-coupled receptor G2
ENSRNOG00000032473,Scn10a,sodium voltage-gated channel alpha subunit 10
ENSRNOG00000032487,Sts,steroid sulfatase
ENSRNOG00000032490,Cdh7,cadherin 7
ENSRNOG00000032492,Usp22,ubiquitin specific peptidase 22
ENSRNOG00000032517,Cntn6,contactin 6
ENSRNOG00000032522,B630019K06Rik,RIKEN cDNA B630019K06 gene
ENSRNOG00000032539,Spag8,sperm associated antigen 8
ENSRNOG00000032546,Dot1l,DOT1 like histone lysine methyltransferase
ENSRNOG00000032552,Zfp799,zinc finger protein 799
ENSRNOG00000032561,Slc52a2,solute carrier family 52 member 2
ENSRNOG00000032569,Lingo3,leucine rich repeat and Ig domain containing 3
ENSRNOG00000032574,Scrib,scribble planar cell polarity protein
ENSRNOG00000032575,Ocel1,occludin/ELL domain containing 1
ENSRNOG00000032576,Nlgn1,neuroligin 1
ENSRNOG00000032579,Zswim2,"zinc finger, SWIM-type containing 2"
ENSRNOG00000032585,AABR07048992.1,
ENSRNOG00000032590,Ttc28,tetratricopeptide repeat domain 28
ENSRNOG00000032605,Rpl32,ribosomal protein L32
ENSRNOG00000032618,Mst1r,macrophage stimulating 1 receptor
ENSRNOG00000032625,AC118165.1,
ENSRNOG00000032630,Mrps28,mitochondrial ribosomal protein S28
ENSRNOG00000032635,LOC100360117,ribosomal protein L8-like
ENSRNOG00000032639,Foxo6,forkhead box O6
ENSRNOG00000032656,Ptprt,"protein tyrosine phosphatase, receptor type, T"
ENSRNOG00000032659,Plcl1,phospholipase C-like 1
ENSRNOG00000032660,Adgrl2,adhesion G protein-coupled receptor L2
ENSRNOG00000032668,Zfp950,zinc finger protein 950
ENSRNOG00000032669,Serpina1,serpin family A member 1
ENSRNOG00000032677,Tssc4,tumor suppressing subtransferable candidate 4
ENSRNOG00000032684,Ccdc60,coiled-coil domain containing 60
ENSRNOG00000032690,Ube2e2,ubiquitin-conjugating enzyme E2E 2
ENSRNOG00000032699,Ttyh1,tweety family member 1
ENSRNOG00000032700,Zbtb34,zinc finger and BTB domain containing 34
ENSRNOG00000032703,Rasgrp3,RAS guanyl releasing protein 3
ENSRNOG00000032705,Bcl7b,BAF chromatin remodeling complex subunit BCL7B
ENSRNOG00000032723,Efl1,elongation factor like GTPase 1
ENSRNOG00000032729,Bex2,brain expressed X-linked 2
ENSRNOG00000032735,Srek1,splicing regulatory glutamic acid and lysine rich protein 1
ENSRNOG00000032776,Srp54a,signal recognition particle 54A
ENSRNOG00000032778,Bub1,BUB1 mitotic checkpoint serine/threonine kinase
ENSRNOG00000032780,Mrpl58,mitochondrial ribosomal protein L58
ENSRNOG00000032798,Slco3a1,"solute carrier organic anion transporter family, member 3a1"
ENSRNOG00000032803,Rpl21,ribosomal protein L21
ENSRNOG00000032813,Mdc1,mediator of DNA damage checkpoint 1
ENSRNOG00000032825,LOC100362027,ribosomal protein L30-like
ENSRNOG00000032828,Mapk8ip2,mitogen-activated protein kinase 8 interacting protein 2
ENSRNOG00000032840,Sumo4,small ubiquitin-like modifier 4
ENSRNOG00000032846,Cdpf1,"cysteine rich, DPF motif domain containing 1"
ENSRNOG00000032871,Mlc1,modulator of VRAC current 1
ENSRNOG00000032878,Cxxc5,CXXC finger protein 5
ENSRNOG00000032884,Scn11a,sodium voltage-gated channel alpha subunit 11
ENSRNOG00000032895,Cyp4f4,"cytochrome P450, family 4, subfamily f, polypeptide 4"
ENSRNOG00000032902,Ybx1-ps3,"Y box protein 1 related, pseudogene 3"
ENSRNOG00000032908,Acaa1a,acetyl-CoA acyltransferase 1A
ENSRNOG00000032917,Zfand2a,zinc finger AN1-type containing 2A
ENSRNOG00000032919,Zfp105,zinc finger protein 105
ENSRNOG00000032922,Dclk1,doublecortin-like kinase 1
ENSRNOG00000032925,AC118414.1,
ENSRNOG00000032929,Incenp,inner centromere protein
ENSRNOG00000032930,Trim26,tripartite motif-containing 26
ENSRNOG00000032941,Mab21l1,mab-21 like 1
ENSRNOG00000032942,Neu1,neuraminidase 1
ENSRNOG00000032946,Pdzd7,PDZ domain containing 7
ENSRNOG00000032948,Tyk2,tyrosine kinase 2
ENSRNOG00000032994,Myom3,myomesin 3
ENSRNOG00000033026,Dclk3,doublecortin-like kinase 3
ENSRNOG00000033038,Chchd4,coiled-coil-helix-coiled-coil-helix domain containing 4
ENSRNOG00000033051,Slc22a15,"solute carrier family 22, member 15"
ENSRNOG00000033056,AABR07055917.1,
ENSRNOG00000033057,AABR07025010.1,
ENSRNOG00000033059,Galnt6,polypeptide N-acetylgalactosaminyltransferase 6
ENSRNOG00000033064,Edil3,EGF like repeats and discoidin domains 3
ENSRNOG00000033065,Rad50,RAD50 double strand break repair protein
ENSRNOG00000033076,Thnsl1,threonine synthase-like 1
ENSRNOG00000033087,Cdh23,cadherin-related 23
ENSRNOG00000033090,Ltbp1,latent transforming growth factor beta binding protein 1
ENSRNOG00000033099,Dcc,DCC netrin 1 receptor
ENSRNOG00000033100,AABR07054189.1,
ENSRNOG00000033101,Myo18a,myosin XVIIIa
ENSRNOG00000033110,Svep1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
ENSRNOG00000033119,Plcb4,"phospholipase C, beta 4"
ENSRNOG00000033123,Pcdhb20,protocadherin beta 20
ENSRNOG00000033133,Nae1,NEDD8 activating enzyme E1 subunit 1
ENSRNOG00000033134,Mef2c,myocyte enhancer factor 2C
ENSRNOG00000033146,LOC103690015,40S ribosomal protein S19-like
ENSRNOG00000033152,Rps18l1,ribosomal protein S18-like 1
ENSRNOG00000033169,Cpeb4,cytoplasmic polyadenylation element binding protein 4
ENSRNOG00000033176,Zrsr2,"zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2"
ENSRNOG00000033192,Osmr,oncostatin M receptor
ENSRNOG00000033202,Fbxo41,F-box protein 41
ENSRNOG00000033206,Entpd5,ectonucleoside triphosphate diphosphohydrolase 5
ENSRNOG00000033217,Esam,endothelial cell adhesion molecule
ENSRNOG00000033220,Oas1f,2 ' -5 ' oligoadenylate synthetase 1F
ENSRNOG00000033235,Relb,"RELB proto-oncogene, NF-kB subunit"
ENSRNOG00000033256,LOC691141,cDNA sequence AB124611
ENSRNOG00000033261,Fam107a,"family with sequence similarity 107, member A"
ENSRNOG00000033262,Reep6,receptor accessory protein 6
ENSRNOG00000033280,Pam,peptidylglycine alpha-amidating monooxygenase
ENSRNOG00000033299,Mt-atp8,mitochondrially encoded ATP synthase 8
ENSRNOG00000033316,Foxo4,forkhead box O4
ENSRNOG00000033318,Rfxank,regulatory factor X-associated ankyrin-containing protein
ENSRNOG00000033330,Skida1,SKI/DACH domain containing 1
ENSRNOG00000033335,Cenpi,centromere protein I
ENSRNOG00000033338,Gimap6,"GTPase, IMAP family member 6"
ENSRNOG00000033341,MGC116197,similar to RIKEN cDNA 1700001E04
ENSRNOG00000033343,Prss36,serine protease 36
ENSRNOG00000033346,LOC100361636,vasculin-like protein 1-like
ENSRNOG00000033351,Zfp869,zinc finger protein 869
ENSRNOG00000033361,Slc39a5,solute carrier family 39 member 5
ENSRNOG00000033372,Klhl24,kelch-like family member 24
ENSRNOG00000033378,Rnf123,ring finger protein 123
ENSRNOG00000033389,Susd2,sushi domain containing 2
ENSRNOG00000033397,Adamts20,"ADAM metallopeptidase with thrombospondin type 1 motif, 20"
ENSRNOG00000033402,Gsta6,glutathione S-transferase alpha 6
ENSRNOG00000033411,Usp12,ubiquitin specific peptidase 12
ENSRNOG00000033426,Cdc37,cell division cycle 37
ENSRNOG00000033433,Csrnp1,cysteine and serine rich nuclear protein 1
ENSRNOG00000033445,AABR07049060.1,
ENSRNOG00000033473,Rpl36,ribosomal protein L36
ENSRNOG00000033479,Pcdhb21,protocadherin beta 21
ENSRNOG00000033496,Igdcc4,"immunoglobulin superfamily, DCC subclass, member 4"
ENSRNOG00000033498,Cib1,calcium and integrin binding 1
ENSRNOG00000033502,Ribc2,RIB43A domain with coiled-coils 2
ENSRNOG00000033508,Mink1,misshapen-like kinase 1
ENSRNOG00000033522,Prdm2,PR/SET domain 2
ENSRNOG00000033527,Pappa1,pappalysin 1
ENSRNOG00000033528,Tll1,tolloid-like 1
ENSRNOG00000033529,Amy1a,"amylase, alpha 1A"
ENSRNOG00000033531,Cacna2d1,calcium voltage-gated channel auxiliary subunit alpha2delta 1
ENSRNOG00000033556,Spen,spen family transcriptional repressor
ENSRNOG00000033560,Polr3c,RNA polymerase III subunit C
ENSRNOG00000033568,Mapk8ip3,mitogen-activated protein kinase 8 interacting protein 3
ENSRNOG00000033573,Sgk2,serum/glucocorticoid regulated kinase 2
ENSRNOG00000033575,Emid1,EMI domain containing 1
ENSRNOG00000033579,Glt8d2,glycosyltransferase 8 domain containing 2
ENSRNOG00000033581,AABR07044388.2,
ENSRNOG00000033583,LOC100910577,zinc finger protein 709-like
ENSRNOG00000033593,Osbpl9,oxysterol binding protein-like 9
ENSRNOG00000033608,Cd276,Cd276 molecule
ENSRNOG00000033609,Irx1,iroquois homeobox 1
ENSRNOG00000033611,Wdr83os,WD repeat domain 83 opposite strand
ENSRNOG00000033615,Mt-nd3,mitochondrially encoded NADH dehydrogenase 3
ENSRNOG00000033617,Krt26,keratin 26
ENSRNOG00000033618,Col28a1,collagen type XXVIII alpha 1 chain
ENSRNOG00000033623,Pigx,"phosphatidylinositol glycan anchor biosynthesis, class X"
ENSRNOG00000033624,Zfp426,zinc finger protein 426
ENSRNOG00000033639,Zfp777,zinc finger protein 777
ENSRNOG00000033653,Mpp3,membrane palmitoylated protein 3
ENSRNOG00000033658,Kntc1,kinetochore associated 1
ENSRNOG00000033663,P4ha2,prolyl 4-hydroxylase subunit alpha 2
ENSRNOG00000033688,Cep170b,centrosomal protein 170B
ENSRNOG00000033693,Naip2,"NLR family, apoptosis inhibitory protein 2"
ENSRNOG00000033694,Klf16,Kruppel-like factor 16
ENSRNOG00000033697,Casp4,caspase 4
ENSRNOG00000033700,Bud23,"BUD23, rRNA methyltransferase and ribosome maturation factor"
ENSRNOG00000033719,Pcdhb12,protocadherin beta 12
ENSRNOG00000033722,Rnf207,ring finger protein 207
ENSRNOG00000033729,LOC102556967,zinc finger protein 484-like
ENSRNOG00000033733,Ccdc81,coiled-coil domain containing 81
ENSRNOG00000033734,Tnnt2,"troponin T2, cardiac type"
ENSRNOG00000033740,Lurap1l,leucine rich adaptor protein 1-like
ENSRNOG00000033741,Ankrd34a,ankyrin repeat domain 34A
ENSRNOG00000033747,Sp110,SP110 nuclear body protein
ENSRNOG00000033765,Eif1,eukaryotic translation initiation factor 1
ENSRNOG00000033772,Serpinb9,serpin family B member 9
ENSRNOG00000033790,Hnrnpu,heterogeneous nuclear ribonucleoprotein U
ENSRNOG00000033791,Apc2,APC regulator of WNT signaling pathway 2
ENSRNOG00000033792,RGD1565622,RGD1565622
ENSRNOG00000033796,Kcnj5,"potassium inwardly-rectifying channel, subfamily J, member 5"
ENSRNOG00000033809,Mlh1,mutL homolog 1
ENSRNOG00000033824,Gpd2,glycerol-3-phosphate dehydrogenase 2
ENSRNOG00000033835,Dnm1,dynamin 1
ENSRNOG00000033837,Cdh9,cadherin 9
ENSRNOG00000033844,LOC100912195,protein BEX1-like
ENSRNOG00000033863,Ajm1,apical junction component 1 homolog
ENSRNOG00000033881,Insyn2a,inhibitory synaptic factor 2A
ENSRNOG00000033883,Stard8,StAR-related lipid transfer domain containing 8
ENSRNOG00000033893,Cacna1h,calcium voltage-gated channel subunit alpha1 H
ENSRNOG00000033894,AABR07024769.1,neuregulin 3
ENSRNOG00000033901,Ttll2,tubulin tyrosine ligase like 2
ENSRNOG00000033912,Fcho1,FCH and mu domain containing endocytic adaptor 1
ENSRNOG00000033915,Gpt,glutamic--pyruvic transaminase
ENSRNOG00000033921,Als2cl,ALS2 C-terminal like
ENSRNOG00000033940,Adgrl4,adhesion G protein-coupled receptor L4
ENSRNOG00000033942,Grin2a,glutamate ionotropic receptor NMDA type subunit 2A
ENSRNOG00000033970,Moap1,modulator of apoptosis 1
ENSRNOG00000033984,Ifnlr1,"interferon, lambda receptor 1"
ENSRNOG00000034007,Nr3c2,"nuclear receptor subfamily 3, group C, member 2"
ENSRNOG00000034013,Acaca,acetyl-CoA carboxylase alpha
ENSRNOG00000034015,Capn2,calpain 2
ENSRNOG00000034022,Taf2,TATA-box binding protein associated factor 2
ENSRNOG00000034025,Ptprj,"protein tyrosine phosphatase, receptor type, J"
ENSRNOG00000034026,Lclat1,lysocardiolipin acyltransferase 1
ENSRNOG00000034031,Vstm2l,V-set and transmembrane domain containing 2 like
ENSRNOG00000034037,Zfp266,zinc finger protein 266
ENSRNOG00000034040,LOC108348079,RING finger protein 113A-like
ENSRNOG00000034066,Hspa8,heat shock protein family A (Hsp70) member 8
ENSRNOG00000034071,Chmp4bl1,chromatin modifying protein 4B-like 1
ENSRNOG00000034075,Ube2ql1,ubiquitin-conjugating enzyme E2Q family-like 1
ENSRNOG00000034078,Mxi1,"MAX interactor 1, dimerization protein"
ENSRNOG00000034084,Ggct,gamma-glutamyl cyclotransferase
ENSRNOG00000034089,Ttc21a,tetratricopeptide repeat domain 21A
ENSRNOG00000034093,AABR07011951.1,
ENSRNOG00000034102,Plk5,polo-like kinase 5
ENSRNOG00000034107,LOC681282,RIKEN cDNA 1110038F14 gene
ENSRNOG00000034116,Gk,glycerol kinase
ENSRNOG00000034126,Pcdhga2,"protocadherin gamma subfamily A, 2"
ENSRNOG00000034130,LOC108349189,high mobility group protein B1 pseudogene
ENSRNOG00000034134,Cpm,carboxypeptidase M
ENSRNOG00000034177,Efna5,ephrin A5
ENSRNOG00000034180,Rpl37,ribosomal protein L37
ENSRNOG00000034182,LOC100361934,NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4
ENSRNOG00000034184,Zfp583,zinc finger protein 583
ENSRNOG00000034191,Fmo1,flavin containing dimethylaniline monoxygenase 1
ENSRNOG00000034198,Tceal9,transcription elongation factor A like 9
ENSRNOG00000034200,Atp8a1,ATPase phospholipid transporting 8A1
ENSRNOG00000034228,Pik3c2g,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 gamma"
ENSRNOG00000034233,Fyttd1,forty-two-three domain containing 1
ENSRNOG00000034234,Mt-co1,mitochondrially encoded cytochrome c oxidase I
ENSRNOG00000034240,Bcor,BCL6 co-repressor
ENSRNOG00000034242,Vcp,valosin-containing protein
ENSRNOG00000034246,Rps27a,ribosomal protein S27a
ENSRNOG00000034254,Actb,"actin, beta"
ENSRNOG00000034269,Ago3,argonaute RISC catalytic component 3
ENSRNOG00000034272,Pias1,"protein inhibitor of activated STAT, 1"
ENSRNOG00000036572,Sfxn4,sideroflexin 4
